route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,weelchair
100100346:346,442,346,Rosny 2 Nord - Le Blanc-Mesnil Place de la Libération,,3,,cec92b,000000,non
100100347:347,442,347,Pont de Bondy - Avenue de Rosny - Hôtel de Ville de Montfermeil - Hôpital de Montfermeil,,3,,bb4b9c,ffffff,non
100100349:349,442,349,Parc des Expositions - Aéroport CDG Roissypole - Route de l'Arpenteur ADP,,3,,77c695,000000,non
100100350:350,442,350,Gare de l'Est - Aéroport CDG Roissypole,,3,,652c90,ffffff,non
100100351:351,442,351,Nation - Aéroport CDG Roissypole,,3,,e0b03b,000000,non
100100355:355,442,355,Sarcelles Bois d'Ecouen - Gare de Sarcelles-St-Brice - Sarcelles Sous-préfecture,,3,,652c90,ffffff,non
100100356:356,442,356,St-Denis Université - Deuil-la-Barre Marché des Mortefontaines,,3,,f68f4b,000000,NC
100100360:360,442,360,La Défense Grande Arche - Hôpital de Garches,,3,,cec92b,000000,oui
100100361:361,442,361,St-Denis - St-Denis Université - Gare d'Argenteuil,,3,,006cb8,ffffff,non
100100366:366,442,366,Colombes Île Marante - Colombes Fossés Jean (circulaire) [Colomb'bus],,3,,006cb8,ffffff,non
100100367:367,442,367,Gare de Colombes - Rueil-Malmaison,,3,,ffcd02,000000,oui
100100368:368,442,368,Garges-Sarcelles - Garges-Sarcelles (circulaire),,3,,cec92a,000000,NC
100100370:370,442,370,Villiers-le-Bel-Gonesse - Marché de St-Brice,,3,,87d3df,000000,non
100100372:372,442,372,Maisons-Alfort-Alfortville - Maisons-Alfort Louis Fliche,,3,,ffcd02,ffffff,non
100100378:378,442,378,La Défense Grande Arche - Mairie de Villeneuve-la-Garenne,,3,,008b5a,ffffff,oui
100100379:379,442,379,Vélizy 2 - La Croix de Berny,,3,,ffcd01,000000,non
100100380:380,442,380,Vache Noire centre commercial - Villejuif Louis Aragon,,3,,77c695,000000,non
100100385:385,442,385,Juvisy - Savigny-sur-Orge Toulouse-Lautrec - Epinay-sur-Orge,,3,,dfb03a,000000,non
100100388:388,442,388,Châtillon-Montrouge - Bourg-la-Reine,,3,,ffcd01,000000,oui
100100389:389,442,389,Pont de Sèvres - Meudon-la-Forêt Centre Administratif,,3,,006cb8,ffffff,non
100100390:390,442,390,Bourg-la-Reine - Hôtel de Ville de Vélizy-Villacoublay,,3,,87d3df,000000,non
100100391:391,442,391,Châtillon-Montrouge - Bagneux Pont Royal,,3,,cec92b,000000,non
100100393:393,442,393,Villejuif Louis Aragon - Sucy-Bonneuil,,3,,,,
100100394:394,442,394,Issy Val de Seine - Bourg-la-Reine,,3,,652c90,ffffff,oui
