stop_id,stop_name,stop_desc,zone_id
"StopArea:DUA8754520","Saint-Michel-sur-Orge","Rue Anatole France 91240   Saint-Michel-sur-Orge","5"
"StopArea:DUA8754522","Épinay-sur-Orge","1, Place Stalingrad 91360   Epinay-sur-Orge","4"
"StopArea:DUA8754523","Savigny-sur-Orge","Place de la Gare 91600   Savigny-sur-Orge","4"
"StopArea:DUA8754526","Ablon","Place de la Libération 94480   Ablon-sur-Seine","4"
"StopArea:DUA8754529","Vitry-sur-Seine","Cour de la Gare 94400   Vitry-sur-Seine","3"
"StopArea:DUA8754552","Dourdan","Place Amédée Guénée 91410   Dourdan","5"
"StopArea:DUA8754631","Chemin d'Antony","Rue Lavoisier 92160   Antony","4"
"StopArea:DUA8754702","Paris Austerlitz RER C","","1"
"StopArea:DUA8768134","Ris-Orangis Bois de l'Épine","Avenue de la Résistance 91130 Ris Orangis","5"
"StopArea:DUA8768138","Évry - Courcouronnes","Place des droits de L'homme 91000 Evry","5"
"StopArea:DUA8768147","Boutigny","Place de la Gare 91820 Boutigny Sur Essonne","5"
"StopArea:DUA8768180","Villeneuve-Saint-Georges Triage ->","2 Avenue de Choisy 94190 Villeneuve St Georges","4"
"StopArea:DUA8768182","Villeneuve-Saint-Georges","Place Pierre Sémart 94190 Villeneuve St Georges","4"
"StopArea:DUA8768213","Boussy-Saint-Antoine","Rue de la Gare 91800","5"
"StopArea:DUA8768216","Cesson","Rue de La Gare, 77240 Cesson","5"
"StopArea:DUA8768227","Moret-sur-Loing - Veneux-les-Sablons","Place de la Gare 77250 Veneux-les-Sablons","5"
"StopArea:DUA8768229","Saint-Mammès","Rue de la gare 77670 Saint-Mammès","5"
"StopArea:DUA8768251","Boissise-le-Roi","Rue de Ponthierry 77310","5"
"StopArea:DUA8768300","Sens","","100"
"StopArea:DUA8768321","Villeneuve-sur-Yonne","","100"
"StopArea:DUA8768326","Laroche-Saint-Cydroine - Migennes","","100"
"StopArea:DUA8768410","Montigny-sur-Loing","Avenue de la gare 77690 Montigny-sur-Loing","5"
"StopArea:DUA8768440","Boigneville","Place de la Gare 91720 Boigneville","5"
"StopArea:DUA8768603","Paris Gare de Lyon Banlieue","","1"
"StopArea:DUA8773006","Val d'Europe","","5"
"StopArea:DUA8711321","Noisy-le-Sec","Rue de la gare 93130 Noisy le sec","3"
"StopArea:DUA8711351","Gagny","Place de Verdun 93220 Gagny","4"
"StopArea:DUA8711352","Gagny le Chênay","5 rue du chemin de fer 93220 Gagny","4"
"StopArea:DUA8711388","L'Abbaye","Avenue de la Gare de l'Abbaye, 93600 Livry-Gargan","4"
"StopArea:DUA8711587","Champbenoist Poigny","Rue de Champbenoist, 77160 Provins","5"
"StopArea:DUA8711603","Roissy-en-Brie","Place de la gare 77680 Roissy-en-Brie","5"
"StopArea:DUA8711610","Meaux","Place de la gare 77100 Meaux","5"
"StopArea:DUA8711611","Chelles - Gournay","place du grand jardin 77500 Chelles","4"
"StopArea:DUA8711628","Mouroux","Avebue de la gare 77120 Mouroux","5"
"StopArea:DUA8711629","Vaires - Torcy","Place du Général de Gaulle 77360 Vaires-sur-Marne","5"
"StopArea:DUA8711635","Chauffry","","5"
"StopArea:DUA8711636","Saint-Siméon","La montagne 77169 Saint-Siméon","5"
"StopArea:DUA8711658","Château-Thierry","","100"
"StopArea:DUA8711661","Iles-les-Meldeuses - Armentière-en-Brie - Congis-sur-Thérouanne","Rue de la gare 77440 Isles-les-Meldeuses","5"
"StopArea:DUA8711673","Couilly-Pont-aux-Dames - Saint-Germain-sur-Morin - Quincy-Voisin","Place de la Gare 77860 Saint-Germain-sur-Morin","5"
"StopArea:DUA8716479","Saint-Denis la Plaine Stade de France","Av du Stade de France, 93210 La Plaine Saint Denis.","2"
"StopArea:DUA8727103","Gare du Nord Surface","","1"
"StopArea:DUA8727130","La Courneuve - Aubervilliers","Av Victor Hugo, 93120 La Courneuve","3"
"StopArea:DUA8727140","Drancy","193, Rue Anatole France, 93700 Drancy","3"
"StopArea:DUA8727143","Vert Galant","3, Place de la Gare, 93420 Villepinte","4"
"StopArea:DUA8727151","Villeparisis","2, Place du 19 Mars 1962, 77290 Mitry Le Neuf","5"
"StopArea:DUA8727152","Mitry-Claye","Rue Jean Caille, 77290, Mitry Mory","5"
"StopArea:DUA8727155","Le Plessis-Belleville","","5"
"StopArea:DUA8727203","Seugy","rue de la gare 95270 Seugy","5"
"StopArea:DUA8727204","Compans","Rue saint Lambert 77920 Compans","5"
"StopArea:DUA8727205","Thieux - Nantouillet","Rue des Trois-villes 77230 Thieux","5"
"StopArea:DUA8727609","Pierrelaye","Place du 8 Mai 1945 95480 Pierrelaye","5"
"StopArea:DUA8727624","Goussainville","Place du 8 mai 1945 95190 Goussainvilles","5"
"StopArea:DUA8727634","Deuil-la-Barre - Montmagny","Avenue du Commandant Manoukian","4"
"StopArea:DUA8727648","Bouffémont - Moisselles","PLACE DE LA GARE 95570 BOUFFEMONT","5"
"StopArea:DUA8727655","Belloy-en-France - Saint-Martin-du-Tertre","Place de la gare 95270 Belloy-en-France","5"
"StopArea:DUA8727663","Taverny","Place de la gare 95150 Taverny","4"
"StopArea:DUA8727664","Bessancourt","Avenue Dupressoir de la Chardonnière 95550 Bessancourt","5"
"StopArea:DUA8727665","Frépillon","Avenue Gaston Bourry 95740 Frépillon","5"
"StopArea:DUA8733297","Angerville Salle des Fêtes","","5"
"StopArea:DUA8738115","Boissy-l'Aillerie","Rue de la Gare 95650 Boissy l'Aillerie","5"
"StopArea:DUA8738117","Us","Rue de la Gare 95450 Us","5"
"StopArea:DUA8738148","Maurecourt","Rue de Bel Air 78570 Andrésy","5"
"StopArea:DUA8738156","Gargenville","Place de la Gare 78440 Gargenville","5"
"StopArea:DUA8738157","Issou - Porcheville","Rue de la Gare 78440 Issou","5"
"StopArea:DUA8738172","Maule","20 Boulevard Paul Barré 78580 Maule","5"
"StopArea:DUA8738173","Nézel - Aulnay-sur-Mauldre","Place de la gare 78410 Nézel","5"
"StopArea:DUA8738180","Triel-sur-Seine","Place de la Gare 78510 Triel Sur Seine","5"
"StopArea:DUA8738236","Le Val d'Or","33, Avenue Alfred Belmontet 92210 Saint Cloud","3"
"StopArea:DUA8738247","L'Étang-la-Ville","","5"
"StopArea:DUA8738287","Montreuil","Rue de la Bonne Aventure 78000 Versailles","4"
"StopArea:DUA8738600","La Garenne-Colombes","","3"
"StopArea:DUA8738630","Les Vallées","Place des la gare des Vallées 92250 La Garenne Colombes","3"
"StopArea:DUA8738665","Vernouillet - Verneuil-sur-Seine","Place Charles de Gaulle 78480 Verneuil Sur Seine","5"
"StopArea:DUA8738668","Les Mureaux","Place du 8 Mai 1945 78130 Les Mureaux","5"
"StopArea:DUA8739100","Paris Montparnasse","Place Raoul Dautry","1"
"StopArea:DUA8739312","Sèvres Rive Gauche","1 Rue Auguste Rodin 92310 Sèvres","3"
"StopArea:DUA8739320","Chaville Rive Gauche","29 Rue Anatole France 92370 Chaville","3"
"StopArea:DUA8739340","Fontenay-le-Fleury","Rue Georges Pompidou - D127  78330 Fontenay le Fleury","5"
"StopArea:DUA8739341","Villepreux - Les Clayes-sous-Bois","Allée de la Gare 78340 Les Clayes Sous Bois","5"
"StopArea:DUA8739365","Petit Vaux","Rue du Petit Vaux  91360   Epinay-sur-Orge","4"
"StopArea:DUA8754524","Juvisy-sur-Orge","","4"
"StopArea:DUA8775862","Port Royal","","1"
"StopArea:DUA8775873","Parc de Sceaux","","4"
"StopArea:DUA8775877","Les Baconnets","","4"
"StopArea:DUA8775889","Saint-Rémy-lès-Chevreuse","","5"
"StopArea:DUA8798870","Bondy Remise à Jorelle","","3"
"StopArea:DUA8739343","Garancières - La Queue-les-Yvelines","Place de la gare 78890 Garancière la Queue","5"
"StopArea:DUA8739357","Massy - Palaiseau","6, Place Pierre Sémard 91300   Massy","4"
"StopArea:DUA8739363","Chilly-Mazarin","Rue du Chemin de Fer 91380   Chilly-Mazarin","4"
"StopArea:DUA8743091","Jouy-sur-Morin Champgoulin","","5"
"StopArea:DUA8743179","Rougemont Chanteloup","","4"
"StopArea:DUA8754550","Saint-Chéron","Place de la Gare 91530   Saint-Chéron","5"
"StopArea:DUA8754619","Pont de Rungis Aéroport d'Orly","Avenue du Docteur Marie 94150   Thiais","4"
"StopArea:DUA8754731","Saint-Michel Notre Dame","Quai Saint Michel 75005   Paris","1"
"StopArea:DUA8768115","Maisons-Alfort - Alfortville","1 Place Jean Moulin 94149 Maison Alfort","3"
"StopArea:DUA8768140","Moulin Galant","Rue Paul Bert 91100 Corbeil-Essonnes","5"
"StopArea:DUA8768143","Ballancourt-sur-Essonne","Avenue du Général Leclerc 91610","5"
"StopArea:DUA8768145","La Ferté-Alais","14 Avenue G. Leclerc 91590 La Fertais Alais","5"
"StopArea:DUA8768151","Buno-Bonnevaux - Gironville-sur-Essonne","Rue de la gare/ Rue de Gironville 91720","5"
"StopArea:DUA8768160","Corbeil-Essonnes Robinson","Bld Combes Marnes, 91100 Corbeil Essonnes","5"
"StopArea:DUA8768163","Le Coudray-Montceaux","Avenue du Coudray, Place de la Gare 91830 Le Coudray Montceaux","5"
"StopArea:DUA8768218","Savigny-le-Temple - Nandy","Avenue Jean Moulin 77547 Savigny le Temple","5"
"StopArea:DUA8768220","Bois-le-Roi","Rue de la gare 77590 Bois-le-Roi","5"
"StopArea:DUA8768225","Thomery","Chemin forestier 77300 Fontainebleau","5"
"StopArea:DUA8768242","Fontaine-le-Port","Quai Fernand Soupeaux 77590 Fontaine-le-Port","5"
"StopArea:DUA8768243","Héricy","Avenue Fernand Dalaine 77850 Hericy","5"
"StopArea:DUA8768245","Champagne-sur-Seine","Place de l'Europe 77430 Champagne-sur-Seine","5"
"StopArea:DUA8768252","Saint-Fargeau-Ponthierry - Pringy","Rue Maurice Leroy 77310 Saint Fargeau-Ponthierry","5"
"StopArea:DUA8768312","Champigny","","100"
"StopArea:DUA8768424","Ferrières-en-Gâtinais - Fontenay-sur-Loing","","100"
"StopArea:DUA8775498","Bussy-Saint-Georges","","5"
"StopArea:DUA8775802","Nanterre Préfecture","","3"
"StopArea:DUA8775804","Nanterre","","3"
"StopArea:DUA8775806","Chatou - Croissy-sur-Seine","","4"
"StopArea:DUA8775810","Nation","","1"
"StopArea:DUA8775816","Le Parc de Saint-Maur","","3"
"StopArea:DUA8775817","Champigny","","3"
"StopArea:DUA8775831","Neuilly-Plaisance","","3"
"StopArea:DUA8775866","Laplace","","2"
"StopArea:DUA8775869","Bourg-la-Reine","","3"
"StopArea:DUA8775880","Palaiseau","","4"
"StopArea:DUA8775881","Palaiseau - Villebon-sur-Yvette","","4"
"StopArea:DUA8775883","Le Guichet","","5"
"StopArea:DUA8775884","Orsay","","5"
"StopArea:DUA8775499","Marne la Vallée - Chessy","","5"
"StopArea:DUA8775803","Nanterre Université","","3"
"StopArea:DUA8775811","Vincennes","","2"
"StopArea:DUA8775813","Nogent-sur-Marne","","3"
"StopArea:DUA8775815","Saint-Maur-des-Fossés - Créteil","","3"
"StopArea:DUA8775819","Sucy-en-Brie - Bonneuil-sur-Marne","","4"
"StopArea:DUA8775833","Noisy-le-Grand Mont d'Est","","4"
"StopArea:DUA8775867","Arcueil - Cachan","","3"
"StopArea:DUA8775870","Sceaux","","3"
"StopArea:DUA8775875","Antony","","3"
"StopArea:DUA8775876","Fontaine Michalon","","4"
"StopArea:DUA8775887","Gif-sur-Yvette","","5"
"StopArea:DUA8778543","Saint-Michel","","1"
"StopArea:DUA8798871","Lycée Henri Sellier","","4"
